,@type,url,name,description,image,contentRating,genre,duration,Language,Budget,First Day Collection Worldwide,Worldwide Collection,Overseas Collection,India Gross Collection,Verdict,aggregateRating.@type,aggregateRating.bestRating,aggregateRating.worstRating,aggregateRating.ratingValue,aggregateRating.ratingCount,alternateName,First Day Collection India,India Net Collection,India Gross collection,India Net collection
50,Movie,https://www.imdb.com/title/tt24226474/,Jigarthanda DoubleX,"In 1975, a filmmaker agrees to collaborate on a film with a gangster who wishes to become a famous actor.",https://m.media-amazon.com/images/M/MV5BYzgwNDdjNGItYjRkOS00ZjZiLWI1YjktZjk4YzBjZmJlNTU0XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Comedy, Drama",PT2H52M,Tamil,60cr,7.3cr,68.5cr,12.3cr,56.2cr,Average,AggregateRating,10,1,8.0,10064,Jigarthanda Double X,,,,
51,Movie,https://www.imdb.com/title/tt10366206/,John Wick: Chapter 4,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",https://m.media-amazon.com/images/M/MV5BMDExZGMyOTMtMDgyYi00NGIwLWJhMTEtOTdkZGFjNmZiMTEwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_.jpg,R,"Action, Crime, Thriller",PT2H49M,English,,,,,61.2cr,Super Hit,AggregateRating,10,1,7.7,350545,,10.5cr,50.8cr,,
52,Movie,https://www.imdb.com/title/tt27328206/,Skanda: The Attacker,The prodigal son of a respected leader takes on two political rivals and forms bonds with their daughters in this Telugu-language action drama.,https://m.media-amazon.com/images/M/MV5BMWZjOWViOGQtMTg1Yy00OGFmLTgyZmEtMWQwM2U4MTBhZTc1XkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_.jpg,,"Action, Drama, Romance",PT2H47M,Telugu,65cr,17.2cr,59.2cr,5.4cr,53.8cr,Flop,AggregateRating,10,1,4.2,2914,,,,,
53,Movie,https://www.imdb.com/title/tt11396310/,Viduthalai Part 1,A police officer is recruited to capture the leader of a separatist group.,https://m.media-amazon.com/images/M/MV5BMjZhY2M5YjAtNDQ4NS00MDExLTlhMjctMmZmZmVkMTI3MjA4XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H30M,Tamil,20cr,4.5cr,55.6cr,8.7cr,46.9cr,Blockbuster,AggregateRating,10,1,8.3,9137,Viduthalai: Part 1,,,,
54,Movie,https://www.imdb.com/title/tt10954600/,Ant-Man and the Wasp: Quantumania,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope&apos;s parents and Scott&apos;s daughter Cassie. Together they must find a way to escape, but what secrets is Hope&apos;s mother hiding? And who is the mysterious K...",https://m.media-amazon.com/images/M/MV5BODZhNzlmOGItMWUyYS00Y2Q5LWFlNzMtM2I2NDFkM2ZkYmE1XkEyXkFqcGdeQXVyMTU5OTA4NTIz._V1_.jpg,PG-13,"Action, Adventure, Comedy",PT2H4M,English,,,,,,Average,AggregateRating,10,1,6.0,237539,,10.2cr,,55.2cr,46.5cr
55,Movie,https://www.imdb.com/title/tt1517268/,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",https://m.media-amazon.com/images/M/MV5BNjU3N2QxNzYtMjk1NC00MTc4LTk1NTQtMmUxNTljM2I0NDA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,PG-13,"Adventure, Comedy, Fantasy",PT1H54M,English,,,,,,Hit,AggregateRating,10,1,6.8,566300,,6.2cr,,54.8cr,46.4cr
56,Movie,https://www.imdb.com/title/tt10160976/,The Nun II,"1956 in France, a priest is horribly murdered. An evil is spreading. Once again, Sister Irene comes face-to-face with Valak, the demon nun.",https://m.media-amazon.com/images/M/MV5BNmE5MmM2ZGEtNTVlNC00M2Q3LTliMjMtMzg5YjUyMjliZWIzXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_.jpg,R,"Horror, Mystery, Thriller",PT1H50M,English,,,,,,Hit,AggregateRating,10,1,5.6,63847,,3.2cr,,54.6cr,45.2cr
57,Movie,https://www.imdb.com/title/tt12132908/,Chandramukhi 2,"A wealthy family faces numerous problems and reunites with their long-lost relatives to pray to their deity for solutions, unaware it will reawaken the feud between a classical dancer, Chandramukhi and Vettaiyan Raja from centurie...",https://m.media-amazon.com/images/M/MV5BNTVlNmYxNTQtOGQxMi00YjI0LThiN2UtZjg4OWZiZDI1NzJhXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Comedy, Drama",PT2H52M,Tamil,65cr,12.3cr,54.2cr,7.4cr,46.8cr,Flop,AggregateRating,10,1,2.6,3263,,,,,
58,Movie,https://www.imdb.com/title/tt9362722/,Spider-Man: Across the Spider-Verse,"Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a ...",https://m.media-amazon.com/images/M/MV5BNThiZjA3MjItZGY5Ni00ZmJhLWEwN2EtOTBlYTA4Y2E0M2ZmXkEyXkFqcGc@._V1_.jpg,PG,"Animation, Action, Adventure",PT2H20M,English,,,,,,Hit,AggregateRating,10,1,8.6,401324,,5.2cr,,53.8cr,43.8cr
59,Movie,https://www.imdb.com/title/tt9688874/,Tiger Nageswara Rao,"A legendary real-life robber of Stuartpuram, Andhra Pradesh called Tiger Nageswara Rao in the 1970s, who was noted for his ingenious ways of evading the police and prison.",https://m.media-amazon.com/images/M/MV5BNDc2YzZiYjItY2IzMC00ZWQ2LThiZDktMDUyZjA1MTVkMzI1XkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H52M,Telugu,50cr,9.3cr,52.6cr,4.7cr,47.9cr,Flop,AggregateRating,10,1,6.0,3864,,,,,
60,Movie,https://www.imdb.com/title/tt15891388/,Miss. Shetty Mr. Polishetty,"Miss Shetty is a feminist living in London and wants to be single forever. Mr. Polishetty from Hyderabad in Telangana, India, wants to be in a committed relationship. The two appear to be in different stages of life but somehow co...",https://m.media-amazon.com/images/M/MV5BNWE5NGZkOWYtODlkZS00Mzk5LWIzZjgtMjk4NzAxNzFmODA3XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,Not Rated,"Comedy, Drama, Romance",PT2H29M,Telugu,15cr,5.8cr,48.6cr,17.2cr,31.4cr,Super Hit,AggregateRating,10,1,7.0,4421,Miss Shetty Mr Polishetty,,,,
61,Movie,https://www.imdb.com/title/tt13131610/,Bholaa Shankar,"While attempting to build a life in Kolkata with his sister, a taxi driver must confront his dark past as he faces off against the city&apos;s underworld.",https://m.media-amazon.com/images/M/MV5BYWUyNGUzMjAtNWQ5OC00ZTFmLWJkZjEtM2U1NjNlYWZhNDFiXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H39M,Telugu,100cr,28.5cr,47.6cr,6.2cr,41.4cr,Disaster,AggregateRating,10,1,3.3,2117,,,,,
62,Movie,https://www.imdb.com/title/tt13130948/,Shehzada,"Bantu is hated by his father Valmiki since he was a toddler. Samara, his boss, shows him affection and love until he discovers that the Jindals are his parents. Bantu decides to seek Jindals love and protect them from threats they...",https://m.media-amazon.com/images/M/MV5BMGI4ZjllYTEtYzUwZS00ZmY5LWE2OWUtZjc2OGM5NjRjZjhjXkEyXkFqcGc@._V1_.jpg,,"Action, Comedy, Drama",PT2H22M,Hindi,75cr,8.2cr,47.5cr,9.2cr,38.3cr,Disaster,AggregateRating,10,1,4.5,31340,,,,,
63,Movie,https://www.imdb.com/title/tt21262240/,Mission Raniganj: The Great Bharat Rescue,Mining engineer Jaswant Singh Gill leads a challenging rescue mission to save 65 miners trapped in a flooded coal mine.,https://m.media-amazon.com/images/M/MV5BMmY4NTkxYzYtNWFlYi00NWI2LWE1ZDgtMGJlY2UwZDZkODFkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Not Rated,"Action, Biography, Drama",PT2H14M,Hindi,75cr,3.8cr,45.7cr,5.5cr,40.2cr,Disaster,AggregateRating,10,1,7.1,18259,Mission Raniganj,,,,
64,Movie,https://www.imdb.com/title/tt12782448/,Pichaikkaran 2,"A business tycoon being preyed on for his wealth, and a beggar on a constant hunt for his long-lost sister. How does money determine the fate of these two lives?",https://m.media-amazon.com/images/M/MV5BZWIyNzVlYjYtZjgxOC00NmFhLWE1OWMtMjFmZDVhMmE1MGI4XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Drama, Sci-Fi",PT2H28M,Tamil,25cr,8.5cr,44.5cr,1.3cr,43.2cr,Super Hit,AggregateRating,10,1,5.7,2001,,,,,
65,Movie,https://www.imdb.com/title/tt27542289/,Por Thozhil,A bright but faint-hearted rookie cop has to overcome his fears in order to succeed in his first case which sees him partnered with a reclusive senior officer to catch a serial killer on the loose.,https://m.media-amazon.com/images/M/MV5BY2U5ZjQ2MGMtNDI5ZS00NzJjLTg5YTAtMTVhYWQ4MGE4NmQxXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Crime, Thriller",PT2H27M,Tamil,15cr,1.6cr,43.5cr,5.3cr,38.2cr,Blockbuster,AggregateRating,10,1,8.0,10655,,,,,
66,Movie,https://www.imdb.com/title/tt11364772/,Kabzaa,"In 1947 a Gandhi follower and a freedom fighter were brutally attacked. Due to unavoidable circumstances, the freedom fighter son gets trapped in the mafia world and the story revolves between 1942 to 1986.",https://m.media-amazon.com/images/M/MV5BZDFmNmE2OTYtYmUxOC00ZjE0LWE4ZWEtNzdiMjYxMjIwMzBhXkEyXkFqcGdeQXVyODA4MDA0Mjg@._V1_.jpg,Not Rated,"Action, Crime, Thriller",PT2H14M,Kannada,75cr,13.5cr,40.4cr,4.6cr,35.8cr,Disaster,AggregateRating,10,1,4.7,15406,,,,,
67,Movie,https://www.imdb.com/title/tt15134398/,King of Kotha,"In a crime-infested town, Kannan bhai and his gang are the reigning powers. To combat this reign and seek revenge, Inspector Shahul tactfully plots the return of the &apos;King&apos;, leading to a transformative turn of events.",https://m.media-amazon.com/images/M/MV5BYzI3ZGEzM2EtNmU3ZC00YTE2LTg4ZDctMjcxNjliOTBlYjkyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Crime, Drama",PT2H54M,Malayalam,40cr,16.8cr,39.4cr,16.2cr,23.2cr,Disaster,AggregateRating,10,1,6.1,8385,,,,,
68,Movie,https://www.imdb.com/title/tt11732164/,Pathu Thala,"An undercover cop goes to find and kill a crime lord. However, when he realizes that the crime lord&apos;s business intentions are good and he has his own challenges, he needs to decide his next step and help the crime lord change his ...",https://m.media-amazon.com/images/M/MV5BOGZiYjkyODEtNzkxMC00ZDUwLWI0MmQtOTFjMmRhNzhjZjY3XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Not Rated,"Action, Crime, Drama",PT2H31M,Tamil,35cr,8.2cr,37.3cr,4.5cr,32.8cr,Flop,AggregateRating,10,1,6.7,9912,,,,,
69,Movie,https://www.imdb.com/title/tt13345606/,Evil Dead Rise,"A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",https://m.media-amazon.com/images/M/MV5BMmZiN2VmMjktZDE5OC00ZWRmLWFlMmEtYWViMTY4NjM3ZmNkXkEyXkFqcGdeQXVyMTI2MTc2ODM3._V1_.jpg,R,Horror,PT1H36M,English,,,,,,Super Hit,AggregateRating,10,1,6.5,144976,,2.3cr,,37.2cr,31.2cr
70,Movie,https://www.imdb.com/title/tt0439572/,The Flash,"Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future.",https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,PG-13,"Action, Adventure, Fantasy",PT2H24M,English,,,,,,Flop,AggregateRating,10,1,6.6,220023,,5.2cr,,35.6cr,30.2cr
71,Movie,https://www.imdb.com/title/tt27510150/,DD Returns,"The protagonist and his friends hides a bag full of money and jewels in a haunted bungalow to ditch the police. When he goes to retrieve the bag, a ghost makes him play a survival game in order to leave with the bag.",https://m.media-amazon.com/images/M/MV5BZTNlYTliNTctMjUxOS00N2Q4LWFiMDQtNjNiYWIwODgwMzUwXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Comedy, Horror",PT2H4M,Tamil,15cr,2.7cr,35.2cr,0cr,35.2cr,Super Hit,AggregateRating,10,1,6.2,1798,,,,,
72,Movie,https://www.imdb.com/title/tt26699538/,Samajavaragamana,A lifelong university student struggling to pass his exams enlists the help of his son and his lovestruck friend. Hijinks ensue amidst blossoming love and comic bust-ups.,https://m.media-amazon.com/images/M/MV5BZmRlZDM5OTMtZmUwNS00MTY4LWFmYzItYjRiZGY0MmM0MmJkXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,,"Comedy, Drama, Family",PT2H20M,Telugu,5cr,2.3cr,34.5cr,9.3cr,25.2cr,Blockbuster,AggregateRating,10,1,7.4,1672,,,,,
73,Movie,https://www.imdb.com/title/tt15509266/,Spy,"After receiving the news of the death of his elder brother Subash, who worked for R&amp;AW, Jay sets out on a mission to find out what happened leading him into a bigger conspiracy of a possible nuclear attack threat to the country.",https://m.media-amazon.com/images/M/MV5BMjQzNmJjZGItZDM3OS00OTY2LTgxMmItNDk3ZTE0Njg5MmFkXkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Thriller",PT2H15M,Telugu,25cr,10.45cr,29.6cr,4.2cr,25.4cr,Flop,AggregateRating,10,1,4.7,4313,,,,,
74,Movie,https://www.imdb.com/title/tt23474462/,Japan,"A daring robbery in a jewellery showroom kickstarts the hunt for Japan, a notorious robber, who is a law unto himself.",https://m.media-amazon.com/images/M/MV5BYWIxZjg2NjEtNDA2NC00Njk4LWFmZDMtZWFhZmYzZTFjZmRlXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Comedy, Crime",PT2H36M,Tamil,75cr,6.5cr,29.3cr,5.4cr,23.9cr,Disaster,AggregateRating,10,1,3.1,2216,,,,,
75,Movie,https://www.imdb.com/title/tt26690825/,Balagam,"Balagam is set in a village in Telangana and it revolves around the after effects on a family and its relations, both with the village folks and among themselves, after the jovial patriarch of the family suddenly passes away.",https://m.media-amazon.com/images/M/MV5BNzNiMDZlOGQtYzA4Zi00Yzg0LTljMWEtNzFkN2MxZTM0ZGQyXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,,"Drama, Family",PT2H11M,Telugu,5cr,0.45cr,27.3cr,0.5cr,26.8cr,Blockbuster,AggregateRating,10,1,7.9,3049,,,,,
76,Movie,https://www.imdb.com/title/tt27125266/,Ghost,A Group of some people hijacked the jail in the city and demanding the release of ghost or elsewhere all the criminals will be set free.,https://m.media-amazon.com/images/M/MV5BZGJiYTY3ODUtZWEzYy00MWRiLTg2ODctZjk5OGVkMTlkZDg3XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Action, Thriller",PT2H12M,Kannada,20cr,3.6cr,27.2cr,0.8cr,26.4cr,Hit,AggregateRating,10,1,6.4,7122,,,,,
77,Movie,https://www.imdb.com/title/tt11992424/,Sapta Sagaradaache Ello: Side A,"Manu and Priya hail from a middle-class background and fall in love. When circumstances land Manu in jail, his relationship with Priya is put in jeopardy.",https://m.media-amazon.com/images/M/MV5BNTM1YmMwN2EtMDk1Ni00NThmLWI2MWMtYmI5N2VhNTZlZWY1XkEyXkFqcGc@._V1_.jpg,,"Drama, Romance",PT2H22M,Kannada,20cr,2.3cr,26.4cr,0.8cr,26.4cr,Hit,AggregateRating,10,1,8.2,7820,Saptha Sagaradaache Ello - Side A,,,,
78,Movie,https://www.imdb.com/title/tt28820189/,Mad,"Set in an engineering college and revolves around the antics of the students there, primarily the boys, who get a kick out of torturing the hostel warden.",https://m.media-amazon.com/images/M/MV5BMzRhYzQxN2MtMDM5Yi00OThlLWFmMzAtYjc3YWMwNWM4M2ZlXkEyXkFqcGc@._V1_.jpg,,Comedy,PT2H7M,Telugu,8cr,1.8cr,25.2cr,3.5cr,21.7cr,Blockbuster,AggregateRating,10,1,7.4,1995,,,,,
79,Movie,https://www.imdb.com/title/tt15816190/,Ravanasura,Junior lawyer Ravindra is a goof whom no one seems to take seriously. But there&apos;s more to him beneath the surface.,https://m.media-amazon.com/images/M/MV5BMDZjOTVkYTAtOWI5ZC00OWM1LTg1ZjEtNDMxZDY2NmE5ZWVhXkEyXkFqcGdeQXVyMTc5NTY1ODA1._V1_.jpg,,"Action, Crime, Drama",PT2H21M,Telugu,40cr,8.2cr,24.9cr,2.7cr,22.2cr,Disaster,AggregateRating,10,1,5.7,2553,,,,,
80,Movie,https://www.imdb.com/title/tt28512693/,Maa Oori Polimera 2,Revolves around a policeman who sets out to seek justice for his brother&apos;s death in a village plagued by black magic.,https://m.media-amazon.com/images/M/MV5BZmIyMWU5MDgtZmQ1MC00YzEwLTkxOGYtZmM0M2NhNWYyMDdjXkEyXkFqcGc@._V1_.jpg,,Horror,PT2H5M,Telugu,7cr,3.2cr,23.2cr,2.5cr,20.7cr,Blockbuster,AggregateRating,10,1,7.1,840,,,,,
81,Movie,https://www.imdb.com/title/tt14989988/,Devil,"It follows a British secret agent who takes up the job of solving a dark mystery. He is led into a web of love, deceit and betrayal. His success and failure can change the course of history.",https://m.media-amazon.com/images/M/MV5BZjg5ODY3N2QtZGFmNC00M2JiLWI3MGEtZjJkOTFhMGYxZmUwXkEyXkFqcGdeQXVyMTU4NDUzMjAx._V1_.jpg,,"Action, Drama, Thriller",PT2H24M,Telugu,30cr,4.8cr,23.2cr,1.8cr,21.4cr,Disaster,AggregateRating,10,1,6.5,3331,,,,,
82,Movie,https://www.imdb.com/title/tt23745844/,Das Ka Dhamki,A waiter is asked to impersonate his dead look-alike as the owner of a pharmaceutical company.,https://m.media-amazon.com/images/M/MV5BMjIzNzRmZmUtOTgyOS00MDNhLWFjOWYtNWU5MTUwNzI5MGZiXkEyXkFqcGdeQXVyMTYyNjAzOTUx._V1_.jpg,Not Rated,"Action, Comedy, Drama",PT2H20M,Telugu,15cr,8.5cr,22.8cr,2.7cr,20.1cr,Hit,AggregateRating,10,1,6.1,2014,,,,,
83,Movie,https://www.imdb.com/title/tt26763310/,Mangalavaaram,"Fear engulfs a village as murders pile up mysteriously. Shailu, a young woman is the heart of the story and the enigmatic tale unravels with a suspenseful cinematic journey.",https://m.media-amazon.com/images/M/MV5BZjk4OGMwMDUtZWVmZS00OGU4LWFjNTEtNGQyMzcxYWQyM2ExXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,,"Action, Horror, Thriller",PT2H29M,Telugu,15cr,4.2cr,21.8cr,2.3cr,19.5cr,Hit,AggregateRating,10,1,6.7,2871,,,,,
84,Movie,https://www.imdb.com/title/tt25405130/,Dada,"A couple in love, accidentally become teenage parents. Unpleasant situations make them fall apart. Manikandan, left alone with his son, struggles as a single teenage father. Fate owns him, bringing Sindhu back into his life.",https://m.media-amazon.com/images/M/MV5BM2NjY2RhNDktMDUwOS00MGMxLWIxYmYtY2UwMmU2YzQzYjg4XkEyXkFqcGc@._V1_.jpg,,"Drama, Family, Romance",PT2H13M,Tamil,10cr,2.3cr,20.9cr,1.5cr,19.4cr,Blockbuster,AggregateRating,10,1,8.1,6415,,,,,
