,@type,url,name,alternateName,description,image,contentRating,genre,duration,Language,Budget,First Day Collection Worldwide,Worldwide Collection,Overseas Collection,India Gross Collection,Verdict,Release date,aggregateRating.@type,aggregateRating.bestRating,aggregateRating.worstRating,aggregateRating.ratingValue,aggregateRating.ratingCount
55,Movie,https://www.imdb.com/title/tt11127404/,Kaduva,,The film is set in the late 90s revolving around the life of a young high range rubber planter from Mundakayam and his rivalry with a high ranking officer in the Kerala Police.,https://m.media-amazon.com/images/M/MV5BMDNlZGU4ZGMtZjExYS00M2JjLThkMWEtZjkwOTZmYzgxMTIyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Drama, Thriller",PT2H35M,Malayalam,,,,,,Super Hit,,AggregateRating,10,1,6.1,3597
56,Movie,https://www.imdb.com/title/tt9054970/,Doctor G,,"Uday Gupta finds himself as the lone male resident in the Gynaecology department. His reluctance leads to chaos, confusion, comedy and eventually, great camaraderie with his fellow classmates.",https://m.media-amazon.com/images/M/MV5BMGNmNDIyNmItOTU4MC00ZmQzLWI2ODQtODhmOTZlMmY0M2E1XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,TV-14,"Comedy, Drama",PT2H4M,Hindi,,,,,,Average,,AggregateRating,10,1,6.6,18778
57,Movie,https://www.imdb.com/title/tt22027654/,Jaya Jaya Jaya Jaya Hey,,"Jaya, gets married. Her intention is to complete her education, but her partner mockingly asks her to try for Public Service Commission exams. Jaya tries to find the right balance managing her in-laws as she strives for her goal.",https://m.media-amazon.com/images/M/MV5BYTJiZTNiYjctMzBhNC00YTQxLTlmOTAtOGZmMjAwMjYzMzAyXkEyXkFqcGc@._V1_.jpg,,"Comedy, Drama, Family",PT2H25M,Malayalam,,,,,,Blockbuster,,AggregateRating,10,1,7.7,5274
58,Movie,https://www.imdb.com/title/tt14279982/,HIT: The 2nd Case,,"Krishna Dev aka KD, a laid back cop, works in AP HIT, has to take up a gruesome murder case. As KD unravels the layers of the crime, the stakes rise unbelievably high and the threat comes unusually close.",https://m.media-amazon.com/images/M/MV5BYmQ3ZjRhNzQtOTFlMC00YTEzLTkxNzMtZTZmMjBlNzYyNzJkXkEyXkFqcGc@._V1_.jpg,,"Action, Crime, Drama",PT2H30M,Telugu,,,,,,Super Hit,,AggregateRating,10,1,7.1,7225
59,Movie,https://www.imdb.com/title/tt15576578/,Prince,,"A teacher falls in love with a young British woman who works as an English teacher at the same school. He tries to woo her, leads conflicts that come crashing on them as they face the biggest battle of their lives - to get married.",https://m.media-amazon.com/images/M/MV5BZDhhMzk4OTgtM2ZkYS00NjNkLTk2ZWQtOTNiMjk1YWNmOWM1XkEyXkFqcGc@._V1_.jpg,,"Action, Drama, Romance",PT2H23M,Tamil,,,,,,Flop,,AggregateRating,10,1,4.4,3276
60,Movie,https://www.imdb.com/title/tt11075264/,Thallumaala,,"Follows a youngster ready to get married, but funny events happen and changes his plans.",https://m.media-amazon.com/images/M/MV5BMTU1MjcyMGUtODI3ZS00NTc4LWExNjgtY2ZjZGJlZmUyMmFhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Comedy, Drama",PT2H28M,Malayalam,,,,,,Blockbuster,,AggregateRating,10,1,6.9,6168
61,Movie,https://www.imdb.com/title/tt19886242/,Rorschach,,The Movie is about Luke Anthony who has a mysterious past and is out on a mission to seek revenge from someone who has destroyed him deeply,https://m.media-amazon.com/images/M/MV5BNWZmZWNkYTUtZmNjOC00MzUwLTg4NmQtMzFjZDg1MGU3NmQ0XkEyXkFqcGdeQXVyODA1MTcyNjE@._V1_.jpg,,"Action, Mystery, Thriller",PT2H30M,Malayalam,,,,,,Super Hit,,AggregateRating,10,1,6.9,6593
62,Movie,https://www.imdb.com/title/tt13528564/,Ante Sundharaniki,,"A Hindu Brahmin falls for a Christian girl and they both lie to their parents, only for their lies to be revealed.",https://m.media-amazon.com/images/M/MV5BMjVlYTk5OTEtZmU0MS00MWQwLThjNTMtN2Y1MDJiYmYyNWY2XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Comedy, Romance",PT2H53M,Telugu,,,,,,Flop,,AggregateRating,10,1,7.6,8598
63,Movie,https://www.imdb.com/title/tt13845438/,Naane Varuvean,,Prabhu an average suburban man for whom his family is everything. His life is turned upside down when his daughter Satya is possessed by the ghost of a little boy.,https://m.media-amazon.com/images/M/MV5BY2UwMGQwNmUtNDI2MS00ZTRmLWIxMjQtNTg5ZGU0YTRjNGEzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Action, Horror, Thriller",PT2H2M,Tamil,,,,,,Flop,,AggregateRating,10,1,6.2,5520
64,Movie,https://www.imdb.com/title/tt14598638/,The Warriorr,,"When Satya raises his voice against Guru, the latter revolts and bashes the former to hell. Satya makes a comeback as a cop to take revenge on Guru and put an end to his crime in Kurnool city.",https://m.media-amazon.com/images/M/MV5BZjkwY2JhZjktNDNjYy00ODJjLTlkZjMtNGZlMDQ4M2M1YTE5XkEyXkFqcGc@._V1_.jpg,,"Action, Crime, Drama",PT2H35M,Telugu,,,,,,Flop,,AggregateRating,10,1,4.8,1955
65,Movie,https://www.imdb.com/title/tt7311164/,CBI 5,CBI 5: The Brain,"A series of murders is happening in the city. With the police failing to solve the case, a team of CBI Officers under CBI officer Sethurama Iyer take up the investigation to resolve the mystery.",https://m.media-amazon.com/images/M/MV5BZDZhZjA2YjYtYTM0ZS00YmE0LWI3NDItMzg0ZDhiN2ZhZjZhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Crime, Mystery, Thriller",PT2H42M,Malayalam,15cr,10.2cr,35.4cr,17.5cr,17.9cr,Below Average,,AggregateRating,10,1,5.6,3795
66,Movie,https://www.imdb.com/title/tt11873440/,Heropanti 2,,"Babloo Ranawat, a genius hacker, is tasked with tracking down Laila, the mastermind behind the world&apos;s largest cyber-crime yet to occur. Will Babloo be able to stop him?",https://m.media-amazon.com/images/M/MV5BNTQxNjA3ZmEtZDE4Zi00OTA1LWFlZmUtZTFlYjk2YWQzNzI5XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_.jpg,,"Action, Comedy, Crime",PT2H25M,Hindi,80cr,9cr,35.1cr,8cr,27.1cr,Disaster,,AggregateRating,10,1,2.3,27684
67,Movie,https://www.imdb.com/title/tt14188930/,Nna Thaan Case Kodu,"Nna, Thaan Case Kodu",A reformed thief&apos;s fight for justice when an innocent act to defend himself places him in loggerheads with the high and mighty of society.,https://m.media-amazon.com/images/M/MV5BOTk0MGE4MTAtZTA2Ny00NjEzLWEyMDAtNmZhNzg5Y2VlOGRiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Comedy, Crime, Drama",PT2H18M,Malayalam,7cr,2.1cr,33.2cr,11.1cr,22.1cr,Blockbuster,,AggregateRating,10,1,8.0,5869
68,Movie,https://www.imdb.com/title/tt15710136/,Yashoda,,"In a highly regimented facility housing surrogate mothers, a pregnant woman discovers that things are not as they seem.",https://m.media-amazon.com/images/M/MV5BZWIwOTdiYjQtOTcwZS00OWE3LWI4ZGYtMDcwMTgxMWIzOTI1XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,,"Action, Crime, Sci-Fi",PT2H15M,Telugu,25cr,5.6cr,32.1cr,8.5cr,23.6cr,Above Average,,AggregateRating,10,1,6.5,12000
69,Movie,https://www.imdb.com/title/tt13245502/,DJ Tillu,,"A lazy young man spends his time chasing girls, until an incident changes his life forever.",https://m.media-amazon.com/images/M/MV5BMDAzNDg4ZjctNzU3MS00Y2I2LWJjNTgtNjYyODZlODExZThlXkEyXkFqcGc@._V1_.jpg,,"Action, Comedy, Crime",PT2H1M,Telugu,8cr,5.3cr,30cr,4.8cr,25.2cr,Blockbuster,,AggregateRating,10,1,7.2,3844
70,Movie,https://www.imdb.com/title/tt14056670/,Paappan,,"A gripping crime investigation journey of Kerala Police confronted by an ex-cop Abraham Mathew Mathan aka Paappan. As he dives deeper into the case, destiny has an emotional tryst in store for him.",https://m.media-amazon.com/images/M/MV5BMDc1OTFhOWUtNWQ4NS00ZTNiLWEyMmItOTdlZjg5YTZiYTM4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Crime, Drama, Mystery",PT2H49M,Malayalam,10cr,2.6cr,29.1cr,8.3cr,20.8cr,Super Hit,,AggregateRating,10,1,6.7,2458
71,Movie,https://www.imdb.com/title/tt11934846/,Badhaai Do,,Shardul Thakur Flaglot and Suman Singh enter into a marriage of convenience but chaos ensues when her unhinged girlfriend comes to stay with them.,https://m.media-amazon.com/images/M/MV5BZjExNGM5MTMtNTFlNy00OThlLTlhYzctOWEzZjQ4MWY3YTUyXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_.jpg,,"Crime, Drama",PT2H27M,Hindi,30cr,1.9cr,27.7cr,3cr,24.7cr,Flop,,AggregateRating,10,1,7.0,21426
72,Movie,https://www.imdb.com/title/tt5301942/,Jersey,,A cricketer who quits cricket decides to revive his career at the age of 36 for his sons dream and prove his ability.,https://m.media-amazon.com/images/M/MV5BNDQ4YmExNjctMGY5NC00N2RjLThiYjQtNGUxNTZjY2NhNTQyXkEyXkFqcGdeQXVyMTUxOTQwMzE0._V1_.jpg,Not Rated,"Drama, Sport",PT2H50M,Hindi,60cr,5.5cr,27.2cr,4.5cr,22.7cr,Disaster,,AggregateRating,10,1,7.3,14792
73,Movie,https://www.imdb.com/title/tt13299052/,Khiladi,,A murder suspect escapes police custody due to criminologist Priya&apos;s misjudgment of her case for the thesis. Priya along with Arjun solves the mystery around the murder and money laundering which lead to the murder.,https://m.media-amazon.com/images/M/MV5BM2E0OWY1NDMtZmI3NS00YWYzLTk2NjgtYjdkMWM4YzNmMWJlXkEyXkFqcGdeQXVyMTQ0Nzg1NzU3._V1_.jpg,,"Action, Crime, Thriller",PT2H34M,Telugu,45cr,6.9cr,26cr,2.5cr,23.5cr,Disaster,,AggregateRating,10,1,5.2,3876
74,Movie,https://www.imdb.com/title/tt7529298/,Attack,,Witness the rise of an army soldier as he realizes his destiny and comes to terms to becoming India&apos;s first super soldier created to combat terrorists as he fights his inner demons and outer enemies.With lots of action,https://m.media-amazon.com/images/M/MV5BNzY1MWU0YjMtNGQ1ZS00OWYyLTliOTAtMDYzNjEyM2UxNmI4XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Action, Sci-Fi, Thriller",PT2H1M,Hindi,60cr,5.2cr,24.6cr,3.2cr,21.4cr,Disaster,,AggregateRating,10,1,6.8,16870
75,Movie,https://www.imdb.com/title/tt14989778/,Kanam,Oke Oka Jeevitham,"To set their present right, Aadhi and his friends decide to take a ride with time to set their past right through a scientist. But time had other plans for them.",https://m.media-amazon.com/images/M/MV5BNGM5NmIzZWItYjhjZS00NDhjLTg4NjUtMWMxZDRlZWM0ZmVlXkEyXkFqcGc@._V1_.jpg,,"Drama, Sci-Fi, Thriller",PT2H40M,Telugu,15cr,2.8cr,24.5cr,7.5cr,17cr,Hit,,AggregateRating,10,1,7.8,3324
76,Movie,https://www.imdb.com/title/tt8983228/,Jhund,,"Based on the life of Vijay Barse, a retired sports teacher who founded an NGO called Slum Soccer. He managed to rehabilitate street kids by keeping them off drugs and crime by turning them into soccer players and building a whole ...",https://m.media-amazon.com/images/M/MV5BZmM1NjIwMDUtY2UxYy00YTQyLWE1NWYtMDljMDUxNTAzNmUyXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Biography, Drama, Sport",PT2H56M,Hindi,20cr,2.7cr,23cr,5.7cr,17.3cr,Flop,,AggregateRating,10,1,7.4,25884
77,Movie,https://www.imdb.com/title/tt11915042/,18 Pages,,"Nandini, a young woman who loves living an orthodox life without being bound to technology uses a diary to keep track of her life. But, when her diary is lost, Sidhu finds it. Drawn to the person he reads about, he sets out to fin...",https://m.media-amazon.com/images/M/MV5BY2Q1ZjBjMTMtNjQxOS00OTRkLThmZjUtZWUyMzVhMTA4MGE1XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,,Romance,PT2H15M,Telugu,15cr,3.6cr,22.6cr,3.3cr,19.3cr,Hit,,AggregateRating,10,1,7.1,2968
78,Movie,https://www.imdb.com/title/tt13468976/,Aaraattu,,"Neyyattinkara Gopan, an influential goon is stepping in to help Edathala Mathai do an illegal conversion of an 18-acre paddy field. But is he really who he says he is?",https://m.media-amazon.com/images/M/MV5BMWNmZDhhNmYtM2FhYy00MTY3LTg5NjUtYmExODJlMjRlMjRlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Drama",PT2H47M,Malayalam,18cr,6.9cr,22.5cr,9cr,13.5cr,Flop,,AggregateRating,10,1,3.8,9906
79,Movie,https://www.imdb.com/title/tt13654122/,Yaanai,,"PRV&apos;s family who lives with his two wives and children in Ramnad district.. Also, there is a family who is convinced that PRV&apos;s family only caused the death of his brother. The movie narrates many incidents that happen in the two ...",https://m.media-amazon.com/images/M/MV5BZmY0NmY0ZTUtYmI0MC00MjVmLTg5YTUtNGVkMTY2ZDZiNTk5XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,,"Action, Drama, Romance",PT2H34M,Tamil,15cr,2.9cr,21.5cr,2.1cr,19.4cr,Average,,AggregateRating,10,1,6.1,3655
80,Movie,https://www.imdb.com/title/tt15654262/,Chup,,A lonesome florist with a new-found love interest and a psychopath killer who targets film critics in Mumbai. Are the two related? Inspector Arvind Mathur and Dr. Zenobia are about to find out.,https://m.media-amazon.com/images/M/MV5BYjMyZTZkYTMtMzk3MS00NGY3LTgzNzQtYTgwZmIwODRmNmJmXkEyXkFqcGc@._V1_.jpg,Not Rated,"Crime, Drama, Horror",PT2H15M,Hindi,15cr,4cr,20cr,5.7cr,14.3cr,Average,,AggregateRating,10,1,7.5,25689
